,,เครื่องในลวกรวมหั่นชิ้น,,,,,,,70,,เครื่องในลวกรวมหั่นชิ้น,,,,,,,
ขาหน้าTT,,ขาหน้า,70,,,,,,,,ขาหน้า,67,,67,,99,102,80
ขาหน้าเผาTT,,ขาหน้าเผา,73,60,80,,,,95,,ขาหน้าเผา,70,70,,,,,
ขาหลังTT,,ขาหลัง,85,,,,,,,,ขาหลัง,83,,73,,105,107,85
ขาหลังเผาTT,,ขาหลังเผา,89,82,90,,,,95,,ขาหลังเผา,86,80,,,,,
มันสันหลังTT,,มันสันหลัง,78,,,,,,,,มันสันหลัง,71,,,,,,80
มันแข็งTT,,มันแข็ง,75,73,78,,,,,,มันแข็ง,67,75,78,,,,80
เศษมันTT,,เศษมัน         ,61,,48,,,,,,เศษมัน         ,60,,65,,,,65
หนังสันหลังTT,,หนังสันหลัง,73,,67,,,,,,หนังสันหลัง,73,50,72,,,81,80
หนังสะโพก,,หนังสะโพก,69,,,,,,,,หนังสะโพก,68,,,,,,80
หนังหมูรวมTT,,หนังหมูรวม,59,,,,,,,,หนังหมูรวม,57,,,,,,80
กระดูกซุปTT,,กระดูกซุป,50,50,58,,,,70,,กระดูกซุป,46,,62,,84,83,60
กระดูกอ่อนTT,,กระดูกอ่อน,157,,157,,,,,,กระดูกอ่อน,154,,,,,,200
กระดูกข้อTT,,กระดูกข้อ(คาตั๊ง) ,9,,,,,,,,กระดูกข้อ(คาตั๊ง) ,10,5,5,,,43,30
มันเปลวTT,,มันเปลว,43,,,,,,,,มันเปลว,40,43,43,,,,50
มันท้องTT,,มันท้อง,47,,,,,,,,มันท้อง,45,,,,,,50
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,รายการ,CTW (สระบุรี),,,,,,,,รายการ,SOT (นครศรีธรรมราช),,,,,,
,,สินค้า,ค้าส่ง,,,ค้าปลีก,,,,,สินค้า,ค้าส่ง,,,ค้าปลีก,,,
,,,ซีพี,เบทาโกร,ไทยฟู้ดส์,Lotus's,Big C,Makro,ตลาดสืบศิริ,,,ซีพี,เบทาโกร,,Lotus's,Big C,Makro,ตลาดสดหัวอิฐ
สะโพกTT,,เนื้อสะโพก,157,145,142,165,152,159,160,,เนื้อสะโพก,150,145,,163,160,159,160
ไหล่TT,,เนื้อไหล่,153,138,133,173,152,159,160,,เนื้อไหล่,147,142,,160,158,157,160
สันนอกTT,,สันนอก,161,143,138,190,162,170,170,,สันนอก,149,140,,168,165,163,165
สันในTT,,สันใน,156,145,141,186,182,201,170,,สันใน,149,145,,170,170,173,165
สันคอTT,,สันคอ,234,222,217,258,245,239,180,,สันคอ,190,175,,215,212,210,175
สามชั้นTT,,สามชั้น,182,167,165,222,228,217,190,,สามชั้น,185,172,,196,190,193,180
ซี่โครงแผ่นTT,,ซี่โครง,150,128,125,189,195,172,160,,ซี่โครง,147,140,,167,165,164,150
คอหมูย่างTT,,คอหมูย่าง,235,235,200,300,310,298,160,,คอหมูย่าง,220,215,,275,270,272,
ไหล่บด,,หมูบด,159,140,145,155,148,166,120,,หมูบด,149,145,,162,162,160,160
ขาหลังเผาแบ่งคากิ,,ขาหมู,88,90,90,99,100,90,89,,ขาหมู,93,85,,100,96,93,90
หัวติดลิ้น,,หัวติดลิ้น,54,50,48,,,,60,,หัวติดลิ้น,52,50,,,,,60
เครื่องในชุด(หมู),,เครื่องในชุด,68,65,65,,,,,,เครื่องในชุด,60,,,,,,
,,เครื่องในลวกรวมหั่นชิ้น,,,,,,,,,เครื่องในลวกรวมหั่นชิ้น,,,,,,,
ขาหน้าTT,,ขาหน้า,67,62,60,,,89,80,,ขาหน้า,88,,,,,,
ขาหน้าเผาTT,,ขาหน้าเผา,70,65,63,,89,,,,ขาหน้าเผา,90,83,,96,93,89,90
ขาหลังTT,,ขาหลัง,82,75,75,99,,,80,,ขาหลัง,90,,,,,,
ขาหลังเผาTT,,ขาหลังเผา,85,80,79,,,,,,ขาหลังเผา,92,85,,98,94,91,90
มันสันหลังTT,,มันสันหลัง,72,72,68,,,,,,มันสันหลัง,,,,,,,
มันแข็งTT,,มันแข็ง,68,68,65,,,97,,,มันแข็ง,70,65,,87,85,82,
เศษมันTT,,เศษมัน         ,58,55,55,,,,,,เศษมัน         ,48,,,,,,
หนังสันหลังTT,,หนังสันหลัง,73,73,70,,,,,,หนังสันหลัง,,65,,,,,
หนังสะโพก,,หนังสะโพก,68,73,71,,,,,,หนังสะโพก,,,,,,,
หนังหมูรวมTT,,หนังหมูรวม,59,55,53,,,,,,หนังหมูรวม,65,,,,,77,80
กระดูกซุปTT,,กระดูกซุป,48,47,47,65,,66,80,,กระดูกซุป,55,,,75,74,66,70
กระดูกอ่อนTT,,กระดูกอ่อน,154,,,195,,187,,,กระดูกอ่อน,158,150,,,,,165
กระดูกข้อTT,,กระดูกข้อ(คาตั๊ง) ,10,,,,,,,,กระดูกข้อ(คาตั๊ง) ,20,15,,32,28,27,30
มันเปลวTT,,มันเปลว,40,30,35,,,,,,มันเปลว,38,30,,,,,30
มันท้องTT,,มันท้อง,45,42,40,,,,,,มันท้อง,40,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,รายการ,UNE (ขอนแก่น),,,,,,,,รายการ,LNE (นครราชสีมา),,,,,,
,,สินค้า,ค้าส่ง,,,ค้าปลีก,,,,,สินค้า,ค้าส่ง,,,ค้าปลีก,,,
,,,ซีพี,เบทาโกร,ไทยฟู้ดส์,Lotus's,Big C,Makro,ตลาดบางลำภู,,,ซีพี,เบทาโกร,RMC,Lotus's,Big C,Makro,ตลาดย่าโม
สะโพกTT,,เนื้อสะโพก,158,155,162,163,163,159,180,,เนื้อสะโพก,159,152,152,177,148,159,180
ไหล่TT,,เนื้อไหล่,155,150,159,,,158,170,,เนื้อไหล่,153,147,148,149,148,159,180
สันนอกTT,,สันนอก,166,155,172,190,179,167,190,,สันนอก,166,160,160,199,160,172,200
สันในTT,,สันใน,168,155,164,259,,206,190,,สันใน,168,152,154,195,182,206,200
สันคอTT,,สันคอ,216,220,225,250,250,230,190,,สันคอ,214,207,204,266,235,233,190
สามชั้นTT,,สามชั้น,174,175,192,239,,199,190,,สามชั้น,172,177,170,245,225,179,200
ซี่โครงแผ่นTT,,ซี่โครง,157,135,165,,,169,180,,ซี่โครง,156,142,143,175,169,174,160
คอหมูย่างTT,,คอหมูย่าง,226,290,195,345,,291,,,คอหมูย่าง,233,250,230,299,270,290,280
ไหล่บด,,หมูบด,157,145,,145,159,160,180,,หมูบด,148,147,147,179,138,169,180
ขาหลังเผาแบ่งคากิ,,ขาหมู,78,,,,,,90,,ขาหมู,,,,89,100,90,90
หัวติดลิ้น,,หัวติดลิ้น,60,65,62,,,,50,,หัวติดลิ้น,62,62,62,,,,65
เครื่องในชุด(หมู),,เครื่องในชุด,72,,,,,,120,,เครื่องในชุด,72,,,,,,
,,เครื่องในลวกรวมหั่นชิ้น,,,,,,,,,เครื่องในลวกรวมหั่นชิ้น,,,,,,,
ขาหน้าTT,,ขาหน้า,68,,69,,,,90,,ขาหน้า,68,67,65,,,,80
ขาหน้าเผาTT,,ขาหน้าเผา,71,65,81,,,93,90,,ขาหน้าเผา,,,,,,91,
ขาหลังTT,,ขาหลัง,83,,79,,,,90,,ขาหลัง,81,77,70,,,,80
ขาหลังเผาTT,,ขาหลังเผา,86,80,87,,,95,90,,ขาหลังเผา,,,,,,95,
มันสันหลังTT,,มันสันหลัง,75,,,,,,70,,มันสันหลัง,,,,,,,
มันแข็งTT,,มันแข็ง,73,70,80,,,80,70,,มันแข็ง,72,77,70,,,90,90
เศษมันTT,,เศษมัน         ,63,,,,,,,,เศษมัน         ,,,,,,,
หนังสันหลังTT,,หนังสันหลัง,74,78,74,,,,,,หนังสันหลัง,,60,,,,,
หนังสะโพก,,หนังสะโพก,70,70,,,,,,,หนังสะโพก,,70,,,,,
หนังหมูรวมTT,,หนังหมูรวม,70,,63,,,71,60,,หนังหมูรวม,,,,,,,
กระดูกซุปTT,,กระดูกซุป,52,65,65,99,,66,70,,กระดูกซุป,53,62,60,,,66,80
กระดูกอ่อนTT,,กระดูกอ่อน,151,155,157,220,,,180,,กระดูกอ่อน,,152,141,,,,
กระดูกข้อTT,,กระดูกข้อ(คาตั๊ง) ,18,20,11,,,35,15,,กระดูกข้อ(คาตั๊ง) ,19,18,13,,,29,
มันเปลวTT,,มันเปลว,42,,45,,,,30,,มันเปลว,42,47,40,,,,
มันท้องTT,,มันท้อง,49,,,,,,30,,มันท้อง,49,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,รายการ,UNO (เชียงใหม่),,,,,,,,รายการ,LNO (พิษณุโลก),,,,,,
,,สินค้า,ค้าส่ง,,,ค้าปลีก,,,,,สินค้า,ค้าส่ง,,,ค้าปลีก,,,
,,,ซีพี,เบทาโกร,,Lotus's,Big C,Makro,ตลาดเมืองใหม่,,,ซีพี,เบทาโกร,ไทยฟู้ดส์,Lotus's,Big C,Makro,ตลาดสดร่วมใจ1
สะโพกTT,,เนื้อสะโพก,161,160,,160,163,159,165,,เนื้อสะโพก,158,150,160,155(P)/163,,159,170
ไหล่TT,,เนื้อไหล่,158,157,,160,163,158,165,,เนื้อไหล่,154,145,156,,163,158,165
สันนอกTT,,สันนอก,163,165,,243,179,170,175,,สันนอก,161,155,170,171(P)/190,179,169,180
สันในTT,,สันใน,165,170,,246,,220,175,,สันใน,162,170,162,247(P)/259,224,208,180
สันคอTT,,สันคอ,231,205,,230,235,235,200,,สันคอ,230,215,220,242,250,238,190
สามชั้นTT,,สามชั้น,187,190,,211,234,199,210,,สามชั้น,185,175,190,228(P)/239,239,199,190
ซี่โครงแผ่นTT,,ซี่โครง,149,140,,,183,165,170,,ซี่โครง,148,135,163,174(P)/188,183,171,150
คอหมูย่างTT,,คอหมูย่าง,,,,,,,,,คอหมูย่าง,245,,248,335,,283,200
ไหล่บด,,หมูบด,150,145,,170,179,166,165,,หมูบด,154,145,154,139(P)/145,145,165,150
ขาหลังเผาแบ่งคากิ,,ขาหมู,95,90,,103,120,107,100,,ขาหมู,95,85,88,95(P)/100,100,107,100
หัวติดลิ้น,,หัวติดลิ้น,61,65,,,,,70,,หัวติดลิ้น,60,50,60,,,,60
เครื่องในชุด(หมู),,เครื่องในชุด,78,,,,,,,,เครื่องในชุด,77,,78,,,,
,,เครื่องในลวกรวมหั่นชิ้น,,,,,,,,,เครื่องในลวกรวมหั่นชิ้น,,,,,,70,100
ขาหน้าTT,,ขาหน้า,75,,,,,,100,,ขาหน้า,72,,67,,,,
ขาหน้าเผาTT,,ขาหน้าเผา,78,85,,103,,,,,ขาหน้าเผา,75,75,79,,,98,95
ขาหลังTT,,ขาหลัง,87,,,,,107,100,,ขาหลัง,86,,73,,,,
ขาหลังเผาTT,,ขาหลังเผา,90,85,,103,120,,,,ขาหลังเผา,89,75,85,,,104,100
มันสันหลังTT,,มันสันหลัง,,,,,,,,,มันสันหลัง,80,,68,,,86,
มันแข็งTT,,มันแข็ง,81,85,,,,90,85,,มันแข็ง,80,65,78,99,,91,80
เศษมันTT,,เศษมัน         ,59,,,,,,,,เศษมัน         ,58,50,65,,,,
หนังสันหลังTT,,หนังสันหลัง,76,75,,,,,,,หนังสันหลัง,74,,72,,,82,
หนังสะโพก,,หนังสะโพก,74,75,,,,,,,หนังสะโพก,68,,60,,,,70
หนังหมูรวมTT,,หนังหมูรวม,71,60,76,,,,,,หนังหมูรวม,65,50,60,,,75,65
กระดูกซุปTT,,กระดูกซุป,66,70,,88,79,82,80,,กระดูกซุป,50,53,62,99,,65,65
กระดูกอ่อนTT,,กระดูกอ่อน,168,165,,209,,,,,กระดูกอ่อน,167,,153,,,,180
กระดูกข้อTT,,กระดูกข้อ(คาตั๊ง) ,26,30,,,,47,35,,กระดูกข้อ(คาตั๊ง) ,15,,9,,,39,25
มันเปลวTT,,มันเปลว,40,45,,,,,,,มันเปลว,41,40,43,,,,40
มันท้องTT,,มันท้อง,48,,,,,,,,มันท้อง,48,45,,,,,45
,,,,,,,,,,,หมายเหตุ : Lotus's (P) ซื้อ 3 กก.ขึ้นไป ,,,,,,,
