ชื่อสินค้า,รหัสโรงงาน,คลังสินค้า,< 1 วัน,< 1 วัน,< 1 วัน, 1 - 2 วัน, 1 - 2 วัน, 1 - 2 วัน, 3 - 3 วัน, 3 - 3 วัน, 3 - 3 วัน, 4 - 4 วัน, 4 - 4 วัน, 4 - 4 วัน,> 4 วัน,> 4 วัน,> 4 วัน,รหัสสินค้า,SAP,รหัสโรงงาน,รหัสคลัง
,,262010-HUB สุกรตัดแต่ง-สุรินทร์,,6,135,,0,0,,0,0,,0,0,,86,"1,351.85",,,,
23034417-สามชั้น-Raw,262010-HUB สุกรตัดแต่ง-สุรินทร์,STOCK FG,,6,135,,0,0,,0,0,,0,0,,86,"1,351.85",23034417,23034417,262010,900
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,17,359.96,,0,0,,0,0,,0,0,,0,0,,,,
23034417-สามชั้น-Raw,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังผลิต (0900),,17,359.96,,0,0,,0,0,,0,0,,0,0,23034417,23034417,262110,900
,,410610-โรงชำแหละสุกร หนองบัวลำภู,,0,0,,16,232.95,,0,0,,0,0,,0,0,,,,
23034417-สามชั้น-Raw,410610-โรงชำแหละสุกร หนองบัวลำภู,คลังสินค้า-บริษัท,,0,0,,16,232.95,,0,0,,0,0,,0,0,23034417,23034417,410610,900
,,410710-โรงชำแหละสุกร ยโสธร,,5,76.3,,0,0,,0,0,,0,0,,0,0,,,,
23034417-สามชั้น-Raw,410710-โรงชำแหละสุกร ยโสธร,คลังผลได้เชือด-บริษัท,,5,76.3,,0,0,,0,0,,0,0,,0,0,23034417,23034417,410710,900
,,412810-โรงชำแหละสุกร กาญจนบุรี,,32,555.99,,288,"5,517.89",,0,0,,64,"1,096.31",,51,867.17,,,,
23034417-สามชั้น-Raw,412810-โรงชำแหละสุกร กาญจนบุรี,คลังสินค้า-FG (0010),,32,555.99,,288,"5,517.89",,0,0,,49,849.78,,8,145.36,23034417,23034417,412810,10
23034417-สามชั้น-Raw,412810-โรงชำแหละสุกร กาญจนบุรี,คลังผลิต (0900),,0,0,,0,0,,0,0,,15,246.53,,43,721.81,23034417,23034417,412810,900
,,526910-โรงชำแหละสุกรบางสะพาน,,0,0,,0,0,,0,0,,0,0,,36,426.35,,,,
23034417-สามชั้น-Raw,526910-โรงชำแหละสุกรบางสะพาน,คลังสินค้าหมูขุน,,0,0,,0,0,,0,0,,0,0,,36,426.35,23034417,23034417,526910,900
,,538010-โรงชำแหละสุกร สระแก้ว,,4,35.6,,71,920.1,,0,0,,0,0,,0,0,,,,
23034417-สามชั้น-Raw,538010-โรงชำแหละสุกร สระแก้ว,คลังสินค้า-บริษัท,,4,35.6,,71,920.1,,0,0,,0,0,,0,0,23034417,23034417,538010,900
,,538310-โรงชำแหละสุกร ปลวกแดง,,16,287.6,,6,80.3,,0,0,,0,0,,0,0,,,,
23034417-สามชั้น-Raw,538310-โรงชำแหละสุกร ปลวกแดง,คลังสินค้า-บริษัท,,16,287.6,,6,80.3,,0,0,,0,0,,0,0,23034417,23034417,538310,900
,,539010-โรงชำแหละสุกร นายายอาม,,30,363.86,,56,792.25,,0,0,,0,0,,0,0,,,,
23034417-สามชั้น-Raw,539010-โรงชำแหละสุกร นายายอาม,คลังสินค้า-FG (0010),,30,363.86,,56,792.25,,0,0,,0,0,,0,0,23034417,23034417,539010,10
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,2,16.51,,9,104.45,,0,0,,0,0,,0,0,,,,
23034417-สามชั้น-Raw,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-FG (0010),,2,16.51,,9,104.45,,0,0,,0,0,,0,0,23034417,23034417,539910,10
,,564510-โรงชำแหละสุกร ทุ่งสง,,0,0,,0,0,,0,0,,0,0,,13,228.8,,,,
23034417-สามชั้น-Raw,564510-โรงชำแหละสุกร ทุ่งสง,คลังสินค้า-บริษัท,,0,0,,0,0,,0,0,,0,0,,13,228.8,23034417,23034417,564510,900
,,589110-โรงชำแหละสุกรหนองคาย,,0,0,,15,215.75,,0,0,,0,0,,5,77.05,,,,
23034417-สามชั้น-Raw,589110-โรงชำแหละสุกรหนองคาย,คลังสินค้าหมูขุน,,0,0,,15,215.75,,0,0,,0,0,,5,77.05,23034417,23034417,589110,900
,,642710-HUB สุกรตัดแต่ง-แม่คือ,,0,0,,10,297.06,,0,0,,0,0,,0,0,,,,
23034417-สามชั้น-Raw,642710-HUB สุกรตัดแต่ง-แม่คือ,คลังสินค้า-FG,,0,0,,10,297.06,,0,0,,0,0,,0,0,23034417,23034417,642710,900
,,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,,0,0,,35,315.44,,0,0,,15,141.58,,54,458.52,,,,
23034417-สามชั้น-Raw,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,คลังสินค้า Chill,,0,0,,35,315.44,,0,0,,15,141.58,,54,458.52,23034417,23034417,734010,900
,,734410-HUB สุกรตัดแต่ง-เมืองพังงา(พังงา),,0,0,,7,121.52,,0,0,,0,0,,0,0,,,,
23034417-สามชั้น-Raw,734410-HUB สุกรตัดแต่ง-เมืองพังงา(พังงา),คลังสินค้า Chill,,0,0,,7,121.52,,0,0,,0,0,,0,0,23034417,23034417,734410,900
,,734610-โรงชำแหละสุกร ทุ่งกง(สุราษฎร์ธานี),,0,0,,15,191.22,,5,63.52,,0,0,,35,483.8,,,,
23034417-สามชั้น-Raw,734610-โรงชำแหละสุกร ทุ่งกง(สุราษฎร์ธานี),คลังสินค้า-บริษัท,,0,0,,15,191.22,,5,63.52,,0,0,,35,483.8,23034417,23034417,734610,900
,,รหัสสินค้า:23034418-ซี่โครงแผ่น-Raw,,29,433.27,,63,890.92,,14,223.93,,12,137.35,,65,833.23,,,,
,,220910-HUB-สุกร-ลาดหลุมแก้ว,,10,128.59,,5,79.59,,0,0,,0,0,,0,0,,,,
23034418-ซี่โครงแผ่น-Raw,220910-HUB-สุกร-ลาดหลุมแก้ว,STOCK FG 1,,10,128.59,,5,79.59,,0,0,,0,0,,0,0,23034418,23034418,220910,901
,,262010-HUB สุกรตัดแต่ง-สุรินทร์,,0,0,,32,437.65,,0,0,,12,137.35,,58,726.8,,,,
23034418-ซี่โครงแผ่น-Raw,262010-HUB สุกรตัดแต่ง-สุรินทร์,STOCK FG,,0,0,,32,437.65,,0,0,,12,137.35,,58,726.8,23034418,23034418,262010,900
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,19,304.68,,0,0,,0,0,,0,0,,0,0,,,,
23034418-ซี่โครงแผ่น-Raw,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังผลิต (0900),,19,304.68,,0,0,,0,0,,0,0,,0,0,23034418,23034418,262110,900
,,410710-โรงชำแหละสุกร ยโสธร,,0,0,,6,80.55,,0,0,,0,0,,0,0,,,,
23034418-ซี่โครงแผ่น-Raw,410710-โรงชำแหละสุกร ยโสธร,คลังผลได้เชือด-บริษัท,,0,0,,6,80.55,,0,0,,0,0,,0,0,23034418,23034418,410710,900
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,0,0,,20,293.13,,14,223.93,,0,0,,7,106.43,,,,
23034418-ซี่โครงแผ่น-Raw,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-FG (0010),,0,0,,20,293.13,,0,0,,0,0,,0,0,23034418,23034418,539910,10
23034418-ซี่โครงแผ่น-Raw,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังผลิต (0900),,0,0,,0,0,,14,223.93,,0,0,,7,106.43,23034418,23034418,539910,900
,,รหัสสินค้า:23034421-เศษเนื้อดี-Raw,,1,9.3,,14,204.18,,0,0,,0,0,,1,18.1,,,,
,,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,,1,9.3,,14,204.18,,0,0,,0,0,,1,18.1,,,,
23034421-เศษเนื้อดี-Raw,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,คลังสินค้า Chill,,1,9.3,,14,204.18,,0,0,,0,0,,1,18.1,23034421,23034421,734010,900
,,รหัสสินค้า:23034422-เศษเนื้อติดมัน-Raw,,2,6.89,,45,581.25,,0,0,,11,232.57,,0,0,,,,
,,412810-โรงชำแหละสุกร กาญจนบุรี,,2,6.89,,45,581.25,,0,0,,11,232.57,,0,0,,,,
23034422-เศษเนื้อติดมัน-Raw,412810-โรงชำแหละสุกร กาญจนบุรี,คลังสินค้า-FG (0010),,2,6.89,,44,568.94,,0,0,,11,232.57,,0,0,23034422,23034422,412810,10
23034422-เศษเนื้อติดมัน-Raw,412810-โรงชำแหละสุกร กาญจนบุรี,คลังผลิต (0900),,0,0,,1,12.31,,0,0,,0,0,,0,0,23034422,23034422,412810,900
,,รหัสสินค้า:23034424-ขาหน้า-Raw,,139,"1,245.03",,93,"1,512.12",,2,36.62,,0,0,,15,332.3,,,,
,,220910-HUB-สุกร-ลาดหลุมแก้ว,,8,145.43,,8,152.71,,2,36.62,,0,0,,0,0,,,,
23034424-ขาหน้า-Raw,220910-HUB-สุกร-ลาดหลุมแก้ว,STOCK FG 1,,8,145.43,,8,152.71,,2,36.62,,0,0,,0,0,23034424,23034424,220910,901
,,262010-HUB สุกรตัดแต่ง-สุรินทร์,,5,103.75,,5,110.8,,0,0,,0,0,,15,332.3,,,,
23034424-ขาหน้า-Raw,262010-HUB สุกรตัดแต่ง-สุรินทร์,STOCK FG,,5,103.75,,5,110.8,,0,0,,0,0,,15,332.3,23034424,23034424,262010,900
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,17,272.8,,9,153.88,,0,0,,0,0,,0,0,,,,
23034424-ขาหน้า-Raw,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า-FG (0010),,5,78.04,,2,28.83,,0,0,,0,0,,0,0,23034424,23034424,262110,10
23034424-ขาหน้า-Raw,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังผลิต (0900),,12,194.76,,7,125.05,,0,0,,0,0,,0,0,23034424,23034424,262110,900
,,410610-โรงชำแหละสุกร หนองบัวลำภู,,5,107.75,,2,45.35,,0,0,,0,0,,0,0,,,,
23034424-ขาหน้า-Raw,410610-โรงชำแหละสุกร หนองบัวลำภู,คลังสินค้า-บริษัท,,5,107.75,,2,45.35,,0,0,,0,0,,0,0,23034424,23034424,410610,900
,,410710-โรงชำแหละสุกร ยโสธร,,2,47.3,,7,130.5,,0,0,,0,0,,0,0,,,,
23034424-ขาหน้า-Raw,410710-โรงชำแหละสุกร ยโสธร,คลังผลได้เชือด-บริษัท,,2,47.3,,7,130.5,,0,0,,0,0,,0,0,23034424,23034424,410710,900
,,412410-ศูนย์ตัดแต่งและแปรรูปสุกรห้วยส้ม(เชียงใหม่),,75,132.4,,0,0,,0,0,,0,0,,0,0,,,,
23034424-ขาหน้า-Raw,412410-ศูนย์ตัดแต่งและแปรรูปสุกรห้วยส้ม(เชียงใหม่),คลังสินค้า-FG,,75,132.4,,0,0,,0,0,,0,0,,0,0,23034424,23034424,412410,900
,,412810-โรงชำแหละสุกร กาญจนบุรี,,14,203.2,,62,918.88,,0,0,,0,0,,0,0,,,,
23034424-ขาหน้า-Raw,412810-โรงชำแหละสุกร กาญจนบุรี,คลังสินค้า-FG (0010),,14,203.2,,62,918.88,,0,0,,0,0,,0,0,23034424,23034424,412810,10
,,538310-โรงชำแหละสุกร ปลวกแดง,,13,232.4,,0,0,,0,0,,0,0,,0,0,,,,
23034424-ขาหน้า-Raw,538310-โรงชำแหละสุกร ปลวกแดง,คลังสินค้า-บริษัท,,13,232.4,,0,0,,0,0,,0,0,,0,0,23034424,23034424,538310,900
,,รหัสสินค้า:23034425-ขาหลัง-Raw,,182,"2,001.70",,97,"1,836.91",,0,0,,0,0,,15,294.95,,,,
,,220910-HUB-สุกร-ลาดหลุมแก้ว,,39,687.15,,11,197.47,,0,0,,0,0,,0,0,,,,
23034425-ขาหลัง-Raw,220910-HUB-สุกร-ลาดหลุมแก้ว,STOCK FG 1,,39,687.15,,11,197.47,,0,0,,0,0,,0,0,23034425,23034425,220910,901
,,262010-HUB สุกรตัดแต่ง-สุรินทร์,,5,93.8,,6,118.5,,0,0,,0,0,,15,294.95,,,,
23034425-ขาหลัง-Raw,262010-HUB สุกรตัดแต่ง-สุรินทร์,STOCK FG,,5,93.8,,6,118.5,,0,0,,0,0,,15,294.95,23034425,23034425,262010,900
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,15,303.29,,29,613.53,,0,0,,0,0,,0,0,,,,
23034425-ขาหลัง-Raw,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า-FG (0010),,5,93.52,,7,151.32,,0,0,,0,0,,0,0,23034425,23034425,262110,10
23034425-ขาหลัง-Raw,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังผลิต (0900),,10,209.77,,22,462.21,,0,0,,0,0,,0,0,23034425,23034425,262110,900
,,410610-โรงชำแหละสุกร หนองบัวลำภู,,6,152.05,,4,72.05,,0,0,,0,0,,0,0,,,,
23034425-ขาหลัง-Raw,410610-โรงชำแหละสุกร หนองบัวลำภู,คลังสินค้า-บริษัท,,6,152.05,,4,72.05,,0,0,,0,0,,0,0,23034425,23034425,410610,900
,,412810-โรงชำแหละสุกร กาญจนบุรี,,19,297.93,,45,801.74,,0,0,,0,0,,0,0,,,,
23034425-ขาหลัง-Raw,412810-โรงชำแหละสุกร กาญจนบุรี,คลังสินค้า-FG (0010),,19,297.93,,45,801.74,,0,0,,0,0,,0,0,23034425,23034425,412810,10
,,538310-โรงชำแหละสุกร ปลวกแดง,,14,297.1,,0,0,,0,0,,0,0,,0,0,,,,
23034425-ขาหลัง-Raw,538310-โรงชำแหละสุกร ปลวกแดง,คลังสินค้า-บริษัท,,14,297.1,,0,0,,0,0,,0,0,,0,0,23034425,23034425,538310,900
,,539010-โรงชำแหละสุกร นายายอาม,,0,0,,2,33.62,,0,0,,0,0,,0,0,,,,
23034425-ขาหลัง-Raw,539010-โรงชำแหละสุกร นายายอาม,คลังสินค้า-FG (0010),,0,0,,2,33.62,,0,0,,0,0,,0,0,23034425,23034425,539010,10
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,84,170.38,,0,0,,0,0,,0,0,,0,0,,,,
23034425-ขาหลัง-Raw,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-FG (0010),,84,170.38,,0,0,,0,0,,0,0,,0,0,23034425,23034425,539910,10
,,รหัสสินค้า:23034427-มันสันหลัง-Raw,,0,0,,0,0,,0,0,,0,0,,7,190.77,,,,
,,642710-HUB สุกรตัดแต่ง-แม่คือ,,0,0,,0,0,,0,0,,0,0,,7,190.77,,,,
23034427-มันสันหลัง-Raw,642710-HUB สุกรตัดแต่ง-แม่คือ,คลังสินค้า-FG,,0,0,,0,0,,0,0,,0,0,,7,190.77,23034427,23034427,642710,900
,,รหัสสินค้า:23034428-มันแข็ง-Raw,,0,0,,6,120.36,,0,0,,0,0,,0,0,,,,
,,262010-HUB สุกรตัดแต่ง-สุรินทร์,,0,0,,4,100,,0,0,,0,0,,0,0,,,,
23034428-มันแข็ง-Raw,262010-HUB สุกรตัดแต่ง-สุรินทร์,STOCK FG,,0,0,,4,100,,0,0,,0,0,,0,0,23034428,23034428,262010,900
,,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,,0,0,,2,20.36,,0,0,,0,0,,0,0,,,,
23034428-มันแข็ง-Raw,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,คลังสินค้า Chill,,0,0,,2,20.36,,0,0,,0,0,,0,0,23034428,23034428,734010,900
,,รหัสสินค้า:23034438-กระดูกซุป-Raw,,11,111.75,,0,0,,0,0,,0,0,,0,0,,,,
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,11,111.75,,0,0,,0,0,,0,0,,0,0,,,,
23034438-กระดูกซุป-Raw,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังผลิต (0900),,11,111.75,,0,0,,0,0,,0,0,,0,0,23034438,23034438,262110,900
,,รหัสสินค้า:23034444-มันท้อง-Raw,,0,0,,0,0,,0,0,,0,0,,3,60.35,,,,
,,262010-HUB สุกรตัดแต่ง-สุรินทร์,,0,0,,0,0,,0,0,,0,0,,3,60.35,,,,
23034444-มันท้อง-Raw,262010-HUB สุกรตัดแต่ง-สุรินทร์,STOCK FG,,0,0,,0,0,,0,0,,0,0,,3,60.35,23034444,23034444,262010,900
,,รหัสสินค้า:23036499-เศษเนื้อและเศษมัน 5,,25,144.72,,82,599.83,,6,23.77,,8,62.44,,0,0,,,,
,,220910-HUB-สุกร-ลาดหลุมแก้ว,,0,0,,13,28.66,,6,23.77,,0,0,,0,0,,,,
23036499-เศษเนื้อและเศษมัน 5,220910-HUB-สุกร-ลาดหลุมแก้ว,STOCK FG 1,,0,0,,13,28.66,,6,23.77,,0,0,,0,0,23036499,23036499,220910,901
,,262010-HUB สุกรตัดแต่ง-สุรินทร์,,1,19.95,,1,5,,0,0,,0,0,,0,0,,,,
23036499-เศษเนื้อและเศษมัน 5,262010-HUB สุกรตัดแต่ง-สุรินทร์,STOCK FG,,1,19.95,,1,5,,0,0,,0,0,,0,0,23036499,23036499,262010,900
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,0,0,,3,17,,0,0,,5,27.9,,0,0,,,,
23036499-เศษเนื้อและเศษมัน 5,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า-FG (0010),,0,0,,2,11.99,,0,0,,0,0,,0,0,23036499,23036499,262110,10
23036499-เศษเนื้อและเศษมัน 5,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า แปรรูป,,0,0,,1,5.01,,0,0,,0,0,,0,0,23036499,23036499,262110,101
23036499-เศษเนื้อและเศษมัน 5,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังผลิต (0900),,0,0,,0,0,,0,0,,5,27.9,,0,0,23036499,23036499,262110,900
,,410810-โรงชำแหละสุกร อ่างทอง,,1,2.58,,0,0,,0,0,,0,0,,0,0,,,,
23036499-เศษเนื้อและเศษมัน 5,410810-โรงชำแหละสุกร อ่างทอง,คลังผลได้เชือด-บริษัท,,1,2.58,,0,0,,0,0,,0,0,,0,0,23036499,23036499,410810,900
,,412410-ศูนย์ตัดแต่งและแปรรูปสุกรห้วยส้ม(เชียงใหม่),,0,0,,7,155.18,,0,0,,0,0,,0,0,,,,
23036499-เศษเนื้อและเศษมัน 5,412410-ศูนย์ตัดแต่งและแปรรูปสุกรห้วยส้ม(เชียงใหม่),คลังสินค้า-FG,,0,0,,7,155.18,,0,0,,0,0,,0,0,23036499,23036499,412410,900
,,412810-โรงชำแหละสุกร กาญจนบุรี,,14,69.26,,34,166.23,,0,0,,0,0,,0,0,,,,
23036499-เศษเนื้อและเศษมัน 5,412810-โรงชำแหละสุกร กาญจนบุรี,คลังสินค้า-FG (0010),,14,69.26,,34,166.23,,0,0,,0,0,,0,0,23036499,23036499,412810,10
,,539010-โรงชำแหละสุกร นายายอาม,,0,0,,2,21.99,,0,0,,0,0,,0,0,,,,
23036499-เศษเนื้อและเศษมัน 5,539010-โรงชำแหละสุกร นายายอาม,คลังสินค้า-FG (0010),,0,0,,2,21.99,,0,0,,0,0,,0,0,23036499,23036499,539010,10
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,9,52.93,,2,8.98,,0,0,,0,0,,0,0,,,,
23036499-เศษเนื้อและเศษมัน 5,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-FG (0010),,9,52.93,,2,8.98,,0,0,,0,0,,0,0,23036499,23036499,539910,10
,,564510-โรงชำแหละสุกร ทุ่งสง,,0,0,,1,15.82,,0,0,,2,18.14,,0,0,,,,
23036499-เศษเนื้อและเศษมัน 5,564510-โรงชำแหละสุกร ทุ่งสง,คลังสินค้า-บริษัท,,0,0,,1,15.82,,0,0,,2,18.14,,0,0,23036499,23036499,564510,900
,,589110-โรงชำแหละสุกรหนองคาย,,0,0,,2,4.7,,0,0,,0,0,,0,0,,,,
23036499-เศษเนื้อและเศษมัน 5,589110-โรงชำแหละสุกรหนองคาย,คลังสินค้าหมูขุน,,0,0,,2,4.7,,0,0,,0,0,,0,0,23036499,23036499,589110,900
,,642710-HUB สุกรตัดแต่ง-แม่คือ,,0,0,,3,17.61,,0,0,,0,0,,0,0,,,,
23036499-เศษเนื้อและเศษมัน 5,642710-HUB สุกรตัดแต่ง-แม่คือ,คลังสินค้า-FG,,0,0,,3,17.61,,0,0,,0,0,,0,0,23036499,23036499,642710,900
,,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,,0,0,,9,99.06,,0,0,,1,16.4,,0,0,,,,
23036499-เศษเนื้อและเศษมัน 5,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,คลังสินค้า Chill,,0,0,,9,99.06,,0,0,,1,16.4,,0,0,23036499,23036499,734010,900
,,734410-HUB สุกรตัดแต่ง-เมืองพังงา(พังงา),,0,0,,5,59.6,,0,0,,0,0,,0,0,,,,
23036499-เศษเนื้อและเศษมัน 5,734410-HUB สุกรตัดแต่ง-เมืองพังงา(พังงา),คลังสินค้า Chill,,0,0,,5,59.6,,0,0,,0,0,,0,0,23036499,23036499,734410,900
,,รหัสสินค้า:23036500-เศษเนื้อและเศษมัน 4,,3,17,,58,549.95,,0,0,,0,0,,0,0,,,,
,,412810-โรงชำแหละสุกร กาญจนบุรี,,0,0,,19,309.86,,0,0,,0,0,,0,0,,,,
23036500-เศษเนื้อและเศษมัน 4,412810-โรงชำแหละสุกร กาญจนบุรี,คลังสินค้า-FG (0010),,0,0,,19,309.86,,0,0,,0,0,,0,0,23036500,23036500,412810,10
,,538010-โรงชำแหละสุกร สระแก้ว,,3,17,,0,0,,0,0,,0,0,,0,0,,,,
23036500-เศษเนื้อและเศษมัน 4,538010-โรงชำแหละสุกร สระแก้ว,คลังสินค้า-บริษัท,,3,17,,0,0,,0,0,,0,0,,0,0,23036500,23036500,538010,900
,,539010-โรงชำแหละสุกร นายายอาม,,0,0,,1,20.57,,0,0,,0,0,,0,0,,,,
23036500-เศษเนื้อและเศษมัน 4,539010-โรงชำแหละสุกร นายายอาม,คลังสินค้า-FG (0010),,0,0,,1,20.57,,0,0,,0,0,,0,0,23036500,23036500,539010,10
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,0,0,,38,219.52,,0,0,,0,0,,0,0,,,,
23036500-เศษเนื้อและเศษมัน 4,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-FG (0010),,0,0,,38,219.52,,0,0,,0,0,,0,0,23036500,23036500,539910,10
,,รหัสสินค้า:23036792-กระดูกใบพาย,,0,0,,9,150.26,,0,0,,0,0,,0,0,,,,
,,539010-โรงชำแหละสุกร นายายอาม,,0,0,,9,150.26,,0,0,,0,0,,0,0,,,,
23036792-กระดูกใบพาย,539010-โรงชำแหละสุกร นายายอาม,คลังสินค้า-FG (0010),,0,0,,9,150.26,,0,0,,0,0,,0,0,23036792,23036792,539010,10
,,รหัสสินค้า:23037122-เนื้อไหล่ติดหนัง-RAW,,12,161.99,,0,0,,0,0,,0,0,,44,638.69,,,,
,,220910-HUB-สุกร-ลาดหลุมแก้ว,,12,161.99,,0,0,,0,0,,0,0,,44,638.69,,,,
23037122-เนื้อไหล่ติดหนัง-RAW,220910-HUB-สุกร-ลาดหลุมแก้ว,STOCK FG 1,,12,161.99,,0,0,,0,0,,0,0,,44,638.69,23037122,23037122,220910,901
,,รหัสสินค้า:23037310-เนื้อแก้ม (I),,0,0,,4,53.85,,0,0,,0,0,,0,0,,,,
,,589110-โรงชำแหละสุกรหนองคาย,,0,0,,4,53.85,,0,0,,0,0,,0,0,,,,
23037310-เนื้อแก้ม (I),589110-โรงชำแหละสุกรหนองคาย,คลังสินค้าหมูขุน,,0,0,,4,53.85,,0,0,,0,0,,0,0,23037310,23037310,589110,900
,,รหัสสินค้า:23037325-เศษเนื้อติดมัน (I),,0,0,,3,70.31,,1,18.77,,0,0,,49,739.16,,,,
,,642710-HUB สุกรตัดแต่ง-แม่คือ,,0,0,,3,70.31,,1,18.77,,0,0,,49,739.16,,,,
23037325-เศษเนื้อติดมัน (I),642710-HUB สุกรตัดแต่ง-แม่คือ,คลังสินค้า-FG,,0,0,,3,70.31,,1,18.77,,0,0,,49,739.16,23037325,23037325,642710,900
,,รหัสสินค้า:23037352-หนัง (I-PS),,0,0,,4,42.22,,0,0,,0,0,,0,0,,,,
,,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,,0,0,,4,42.22,,0,0,,0,0,,0,0,,,,
23037352-หนัง (I-PS),734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,คลังสินค้า Chill,,0,0,,4,42.22,,0,0,,0,0,,0,0,23037352,23037352,734010,900
,,รหัสสินค้า:23037858-เนื้ออกล้วน BB(I),,0,0,,0,0,,0,0,,0,0,,70,70,,,,
,,734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,,0,0,,0,0,,0,0,,0,0,,70,70,,,,
23037858-เนื้ออกล้วน BB(I),734010-โรงชำแหละสุกรและแปรรูปมะกอกเหนือ,คลังสินค้า Chill,,0,0,,0,0,,0,0,,0,0,,70,70,23037858,23037858,734010,900
,,รหัสสินค้า:23039061-สามชั้นติดสันนอกติดหนัง,,14,221.62,,6,98.54,,0,0,,0,0,,0,0,,,,
,,412410-ศูนย์ตัดแต่งและแปรรูปสุกรห้วยส้ม(เชียงใหม่),,12,190.8,,6,98.54,,0,0,,0,0,,0,0,,,,
23039061-สามชั้นติดสันนอกติดหนัง,412410-ศูนย์ตัดแต่งและแปรรูปสุกรห้วยส้ม(เชียงใหม่),คลังสินค้า-FG,,12,190.8,,6,98.54,,0,0,,0,0,,0,0,23039061,23039061,412410,900
,,643510-โรงชำแหละสุกรแพร่,,2,30.82,,0,0,,0,0,,0,0,,0,0,,,,
23039061-สามชั้นติดสันนอกติดหนัง,643510-โรงชำแหละสุกรแพร่,คลังสินค้า Chill,,2,30.82,,0,0,,0,0,,0,0,,0,0,23039061,23039061,643510,900
,,รหัสสินค้า:23039556-หมูบดปนมัน 30%,,43,228.4,,91,623.45,,0,0,,0,0,,0,0,,,,
,,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,,0,0,,1,10.1,,0,0,,0,0,,0,0,,,,
23039556-หมูบดปนมัน 30%,262110-ศูนย์ตัดแต่งและแปรรูปสุกรขอนแก่น,คลังสินค้า-FG (0010),,0,0,,1,10.1,,0,0,,0,0,,0,0,23039556,23039556,262110,10
,,410610-โรงชำแหละสุกร หนองบัวลำภู,,2,23.4,,0,0,,0,0,,0,0,,0,0,,,,
23039556-หมูบดปนมัน 30%,410610-โรงชำแหละสุกร หนองบัวลำภู,คลังสินค้า-บริษัท,,2,23.4,,0,0,,0,0,,0,0,,0,0,23039556,23039556,410610,900
,,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,,0,0,,14,71.43,,0,0,,0,0,,0,0,,,,
23039556-หมูบดปนมัน 30%,539910-โรงชำแหละและตัดแต่งสุกรกำแพงเพชร,คลังสินค้า-FG (0010),,0,0,,14,71.43,,0,0,,0,0,,0,0,23039556,23039556,539910,10
,,564510-โรงชำแหละสุกร ทุ่งสง,,0,0,,11,216.92,,0,0,,0,0,,0,0,,,,
